Sentence_ID,Word_ID,Word,Annotator1,Annotator2,Agreed_Label,Revised_Label
10,329,إنما,O,O,O,O
10,330,هو,O,O,O,O
10,331,«,O,O,O,O
10,332,الليبرالية,B_ORG,O,B_MIS,B_MIS
10,333,»,O,O,O,O
10,334,و,O,O,O,O
10,335,«,O,O,O,O
10,336,العلمانية,B_ORG,O,B_MIS,B_MIS
10,337,»,O,O,O,O
10,338,،,O,O,O,O
10,339,التي,O,O,O,O
10,340,تدعو,O,O,O,O
10,341,إلى,O,O,O,O
10,342,«,O,O,O,O
10,343,فصل,O,O,O,O
10,344,الدين,O,O,O,O
10,345,عن,O,O,O,O
10,346,المجتمع,O,O,O,O
10,347,والدولة,O,O,O,O
10,348,»,O,O,O,O
10,349,،,O,O,O,O
10,350,أو,O,O,O,O
10,351,بتعبير,O,O,O,O
10,352,الكاتبة,B_TIT,N,O,O
10,353,:,O,O,O,O
10,354,«,O,O,O,O
10,355,الدين,O,O,O,O
10,356,ليس,O,O,O,O
10,357,سياسة,O,O,O,O
10,358,»,O,O,O,O
10,359,.,O,O,O,O
11,360,معدن,B_LOC,B_LOC,B_LOC,B_LOC
11,361,شمام,I_LOC,I_LOC,I_LOC,I_LOC
11,362,(,O,O,O,O
11,363,الفضة,B_MIS,O,B_MIS,B_MIS
11,364,والصفر,B_MIS,O,B_MIS,B_MIS
11,365,والنحاس,B_MIS,O,B_MIS,B_MIS
11,366,),O,O,O,O
11,367,هو,O,O,O,O
11,368,معدن,B_LOC,O,B_LOC,B_LOC
11,369,وادي,I_LOC,B_LOC,I_LOC,I_LOC
11,370,الفرع,I_LOC,I_LOC,I_LOC,I_LOC
11,371,رغم,O,O,O,O
11,372,أن,O,O,O,O
11,373,المراجع,O,O,O,O
11,374,المتاحة,O,O,O,O
11,375,لم,O,O,O,O
11,376,تحدد,O,O,O,O
11,377,على,O,O,O,O
11,378,وجه,O,O,O,O
11,379,الدقة,O,O,O,O
11,380,القبيلة,O,O,O,O
11,381,أو,O,O,O,O
11,382,القبائل,O,O,O,O
11,383,القائمة,O,O,O,O
11,384,على,O,O,O,O
11,385,هذا,O,O,O,O
11,386,المعدن,O,O,O,O
11,387,إلا,O,O,O,O
11,388,أن,O,O,O,O
11,389,وقوعه,O,O,O,O
11,390,في,O,O,O,O
11,391,منطقة,O,O,B_LOC,B_LOC
11,392,شمام,B_LOC,B_LOC,I_LOC,I_LOC
11,393,باهلة,I_LOC,O,I_LOC,I_LOC
11,394,يرجح,O,O,O,O
11,395,كون,O,O,O,O
11,396,قبيلة,N,O,B_MIS,B_MIS
11,397,باهلة,N,B_TIT,I_MIS,I_MIS
11,398,هي,O,O,O,O
11,399,المعنية,O,O,O,O
11,400,به,O,O,O,O
11,401,،,O,O,O,O
11,402,ورغم,O,O,O,O
11,403,ذلك,O,O,O,O
11,404,فإن,O,O,O,O
11,405,درجة,O,O,O,O
11,406,أهمية,O,O,O,O
11,407,تحديد,O,O,O,O
11,408,هذه,O,O,O,O
11,409,القبيلة,O,O,O,O
11,410,ليس,O,O,O,O
11,411,ذا,O,O,O,O
11,412,أهمية,O,O,O,O
11,413,كبيرة,O,O,O,O
11,414,.,O,O,O,O
12,415,وذلك,O,O,O,O
12,416,بحضور,O,O,O,O
12,417,عدد,O,O,O,O
12,418,من,O,O,O,O
12,419,المثقفين,O,O,O,O
12,420,والمسؤولين,O,O,O,O
12,421,والأعيان,O,O,O,O
12,422,،,O,O,O,O
12,423,وفق,O,O,O,O
12,424,الضوابط,O,O,O,O
12,425,والاحترازات,O,O,O,O
12,426,.,O,O,O,O
13,427,*,O,O,O,O
13,428,هل,O,O,O,O
13,429,سيكون,O,O,O,O
13,430,النصر,B_ORG,B_ORG,B_ORG,B_ORG
13,431,مختلفا,O,O,O,O
13,432,في,O,O,O,O
13,433,الفترة,O,O,O,O
13,434,القادمة,O,O,O,O
13,435,؟,O,O,O,O
13,436,-,O,O,O,O
13,437,بإذن,O,O,O,O
13,438,الله,B_MIS,O,B_MIS,B_MIS
13,439,،,O,O,O,O
13,440,وأنا,O,O,O,O
13,441,متفائل,O,O,O,O
13,442,جدا,O,O,O,O
13,443,بالنصر,B_ORG,B_ORG,B_ORG,B_ORG
13,444,في,O,O,O,O
13,445,دوري,B_MIS,B_MIS,B_MIS,B_MIS
13,446,أبطال,I_MIS,I_MIS,I_MIS,I_MIS
13,447,آسيا,I_MIS,I_MIS,I_MIS,I_MIS
13,448,وما,O,O,O,O
13,449,يليه,O,O,O,O
13,450,في,O,O,O,O
13,451,ظل,O,O,O,O
13,452,وجود,O,O,O,O
13,453,الرمز,B_TIT,O,B_TIT,B_TIT
13,454,الأمير,B_TIT,B_TIT,B_TIT,B_TIT
13,455,خالد,B_PER,B_PER,B_PER,B_PER
13,456,بن,I_PER,I_PER,I_PER,I_PER
13,457,فهد,I_PER,I_PER,I_PER,I_PER
13,458,ووجود,O,O,O,O
13,459,رئيس,O,O,O,O
13,460,فاهم,O,O,O,O
13,461,وعارف,O,O,O,O
13,462,بالنظام,O,O,O,O
13,463,والإدارة,O,O,O,O
13,464,.,O,O,O,O
14,465,يذكر,O,O,O,O
14,466,أن,O,O,O,O
14,467,الهيئة,B_ORG,B_ORG,B_ORG,B_ORG
14,468,السعودية,I_ORG,I_ORG,I_ORG,I_ORG
14,469,للبيانات,I_ORG,I_ORG,I_ORG,I_ORG
14,470,والذكاء,I_ORG,I_ORG,I_ORG,I_ORG
14,471,الاصطناعي,I_ORG,I_ORG,I_ORG,I_ORG
14,472,«,O,O,O,O
14,473,سدايا,B_ORG,B_ORG,B_ORG,B_ORG
14,474,»,O,O,O,O
14,475,تسعى,O,O,O,O
14,476,عبر,O,O,O,O
14,477,تطبيق,O,O,O,O
14,478,«,O,O,O,O
14,479,توكلنا,B_MIS,B_MIS,B_MIS,B_MIS
14,480,»,O,O,O,O
14,481,إلى,O,O,O,O
14,482,توفير,O,O,O,O
14,483,حل,O,O,O,O
14,484,حكومي,O,O,O,O
14,485,تقني,O,O,O,O
14,486,معتمد,O,O,O,O
14,487,يشمل,O,O,O,O
14,488,جميع,O,O,O,O
14,489,الخدمات,O,O,O,O
14,490,الحكومية,O,O,O,O
14,491,ومن,O,O,O,O
14,492,مكان,O,O,O,O
14,493,واحد,O,O,O,O
14,494,؛,O,O,O,O
14,495,تسهيلا,O,O,O,O
14,496,للإجراءات,O,O,O,O
14,497,المطلوبة,O,O,O,O
14,498,وتعاونا,O,O,O,O
14,499,مع,O,O,O,O
14,500,الجهات,O,O,O,O
14,501,الحكومية,O,O,O,O
14,502,ذات,O,O,O,O
14,503,العلاقة,O,O,O,O
14,504,.,O,O,O,O
15,505,كما,O,O,O,O
15,506,تعمل,O,O,O,O
15,507,على,O,O,O,O
15,508,رفع,O,O,O,O
15,509,الجاهزية,O,O,O,O
15,510,التصديرية,O,O,O,O
15,511,للمنشآت,O,O,O,O
15,512,المستهدفة,O,O,O,O
15,513,من,O,O,O,O
15,514,خلال,O,O,O,O
15,515,خدمات,O,O,O,O
15,516,تقييم,O,O,O,O
15,517,جاهزية,O,O,O,O
15,518,التصدير,O,O,O,O
15,519,والاستشارات,O,O,O,O
15,520,لتحسين,O,O,O,O
15,521,القدرات,O,O,O,O
15,522,التصديرية,O,O,O,O
15,523,للمنشآت,O,O,O,O
15,524,المستهدفة,O,O,O,O
15,525,.,O,O,O,O
16,526,هذه,O,O,O,O
16,527,الأزمة,O,O,O,O
16,528,العالمية,O,O,O,O
16,529,جعلتنا,O,O,O,O
16,530,جميعا,O,O,O,O
16,531,نعيش,O,O,O,O
16,532,كثيرا,O,O,O,O
16,533,من,O,O,O,O
16,534,مشاعر,O,O,O,O
16,535,الخوف,O,O,O,O
16,536,والرعب,O,O,O,O
16,537,،,O,O,O,O
16,538,خشية,O,O,O,O
16,539,أن,O,O,O,O
16,540,يصيب,O,O,O,O
16,541,أحد,O,O,O,O
16,542,منا,O,O,O,O
16,543,،,O,O,O,O
16,544,حيث,O,O,O,O
16,545,نرى,O,O,O,O
16,546,الآلاف,O,O,O,O
16,547,يتساقطون,O,O,O,O
16,548,على,O,O,O,O
16,549,أرصفة,O,O,O,O
16,550,الشوارع,O,O,O,O
16,551,والممرات,O,O,O,O
16,552,نتيجة,O,O,O,O
16,553,هذا,O,O,O,O
16,554,الفايروس,O,O,O,O
16,555,الذي,O,O,O,O
16,556,يسميه,O,O,O,O
16,557,كثيرون,O,O,O,O
16,558,بالفيروس,O,O,O,O
16,559,اللعين,O,O,O,O
16,560,،,O,O,O,O
16,561,وهنا,O,O,O,O
16,562,يظن,O,O,O,O
16,563,البعض,O,O,O,O
16,564,أن,O,O,O,O
16,565,الطفل,O,O,O,O
16,566,بعيد,O,O,O,O
16,567,عن,O,O,O,O
16,568,مرمى,O,O,O,O
16,569,الأزمات,O,B_MIS,O,O
16,570,النفسية,O,I_MIS,O,O
16,571,،,O,O,O,O
16,572,ولكن,O,O,O,O
16,573,الدراسات,O,O,O,O
16,574,النفسية,O,O,O,O
16,575,الحديثة,O,O,O,O
16,576,أثبتت,O,O,O,O
16,577,أن,O,O,O,O
16,578,الطفل,O,O,O,O
16,579,أكثر,O,O,O,O
16,580,عرضة,O,O,O,O
16,581,لذلك,O,O,O,O
16,582,من,O,O,O,O
16,583,الأشخاص,O,O,O,O
16,584,البالغين,O,O,O,O
16,585,،,O,O,O,O
16,586,ولكن,O,O,O,O
16,587,لا,O,O,O,O
16,588,يستطيع,O,O,O,O
16,589,التعبير,O,O,O,O
16,590,عن,O,O,O,O
16,591,ذلك,O,O,O,O
16,592,بشكل,O,O,O,O
16,593,صحيح,O,O,O,O
16,594,كما,O,O,O,O
16,595,يفعل,O,O,O,O
16,596,الراشدون,O,O,O,O
16,597,،,O,O,O,O
16,598,وإنما,O,O,O,O
16,599,يلجأ,O,O,O,O
16,600,إلى,O,O,O,O
16,601,بعض,O,O,O,O
16,602,السلوكيات,O,O,O,O
16,603,الانطوائية,O,O,O,O
16,604,والعدوانية,O,O,O,O
16,605,كقضم,O,O,O,O
16,606,الأظافر,O,O,O,O
16,607,أو,O,O,O,O
16,608,إثارة,O,O,O,O
16,609,الشجار,O,O,O,O
16,610,ونحو,O,O,O,O
16,611,ذلك,O,O,O,O
16,612,،,O,O,O,O
16,613,حينئذ,O,O,O,O
16,614,نجد,O,O,O,O
16,615,أن,O,O,O,O
16,616,الطفل,O,O,O,O
16,617,حبيس,O,O,O,O
16,618,أفكاره,O,O,O,O
16,619,ومشاعره,O,O,O,O
16,620,كدمية,O,O,O,O
16,621,وضعت,O,O,O,O
16,622,في,O,O,O,O
16,623,آلة,O,O,O,O
16,624,تجفيف,O,O,O,O
16,625,الملابس,O,O,O,O
16,626,،,O,O,O,O
16,627,تصطدم,O,O,O,O
16,628,يمينا,O,O,O,O
16,629,وشمالا,O,O,O,O
16,630,دون,O,O,O,O
16,631,أن,O,O,O,O
16,632,تبعث,O,O,O,O
16,633,أي,O,O,O,O
16,634,صوت,O,O,O,O
16,635,.,O,O,O,O
17,636,معالي,B_TIT,O,B_TIT,B_TIT
17,637,وزير,B_TIT,B_TIT,B_TIT,B_TIT
17,638,العدل,I_TIT,I_TIT,I_TIT,I_TIT
17,639,الدكتور,B_TIT,I_TIT,B_TIT,B_TIT
17,640,وليد,B_PER,B_PER,B_PER,B_PER
17,641,الصمعاني,I_PER,I_PER,I_PER,I_PER
17,642,:,O,O,O,O
17,643,عند,O,O,O,O
17,644,استخراج,O,O,O,O
17,645,صك,O,O,O,O
17,646,استحكام,O,O,O,O
17,647,نعاني,O,O,O,O
17,648,من,O,O,O,O
17,649,شرط,O,O,O,O
17,650,بلوغ,O,O,O,O
17,651,الشاهدين,O,O,O,O
17,652,70,O,O,O,O
17,653,عاما,O,O,O,O
17,654,لتقبل,O,O,O,O
17,655,شهادتهما,O,O,O,O
17,656,لدى,O,O,O,O
17,657,بعض,O,O,O,O
17,658,قضاة,O,O,O,O
17,659,المحاكم,O,O,O,O
17,660,وقد,O,O,O,O
17,661,تعطلت,O,O,O,O
17,662,مصالح,O,O,O,O
17,663,الناس,O,O,O,O
17,664,وحفظت,O,O,O,O
17,665,معاملاتهم,O,O,O,O
17,666,بسبب,O,O,O,O
17,667,هذا,O,O,O,O
17,668,الشرط,O,O,O,O
17,669,وأرى,O,O,O,O
17,670,أن,O,O,O,O
17,671,ال,O,O,O,O
17,672,50,O,O,O,O
17,673,عاما,O,O,O,O
17,674,مناسبا,O,O,O,O
17,675,،,O,O,O,O
17,676,بل,O,O,O,O
17,677,إلى,O,O,O,O
17,678,ال,O,O,O,O
17,679,60,O,O,O,O
17,680,عاما,O,O,O,O
17,681,كأقصى,O,O,O,O
17,682,حد,O,O,O,O
17,683,.,O,O,O,O
18,684,وأشارت,O,O,O,O
18,685,الجمعية,O,O,O,O
18,686,إلى,O,O,O,O
18,687,أن,O,O,O,O
18,688,الأرضيات,O,O,O,O
18,689,الملساء,O,O,O,O
18,690,كالبلاط,O,O,O,O
18,691,والرخام,O,O,O,O
18,692,وما,O,O,O,O
18,693,شابه,O,O,O,O
18,694,أفضل,O,O,O,O
18,695,من,O,O,O,O
18,696,السجاد,O,O,O,O
18,697,؛,O,O,O,O
18,698,حيث,O,O,O,O
18,699,يمكن,O,O,O,O
18,700,مسحها,O,O,O,O
18,701,فقط,O,O,O,O
18,702,بقطعة,O,O,O,O
18,703,قماشية,O,O,O,O
18,704,مبللة,O,O,O,O
18,705,.,O,O,O,O
19,706,وكما,O,O,O,O
19,707,أن,O,O,O,O
19,708,التبادل,O,B_MIS,O,O
19,709,التجاري,O,I_MIS,O,O
19,710,بين,O,O,O,O
19,711,السعودية,B_ORG,B_ORG,B_ORG,B_ORG
19,712,والصين,B_ORG,B_ORG,B_ORG,B_ORG
19,713,سيترسخ,O,O,O,O
19,714,في,O,O,O,O
19,715,حال,O,O,O,O
19,716,اكتمال,O,O,O,O
19,717,طريق,B_LOC,B_LOC,B_LOC,B_LOC
19,718,الحرير,I_LOC,I_LOC,I_LOC,I_LOC
19,719,،,O,O,O,O
19,720,فسيترسخ,O,O,O,O
19,721,أكثر,O,O,O,O
19,722,في,O,O,O,O
19,723,حال,O,O,O,O
19,724,تدشين,O,O,O,O
19,725,مدينة,N,O,B_ORG,B_ORG
19,726,نيوم,N,B_ORG,I_ORG,I_ORG
19,727,التقنية,N,O,I_ORG,I_ORG
19,728,والتي,O,O,O,O
19,729,سيكون,O,O,O,O
19,730,للصين,B_ORG,B_ORG,B_ORG,B_ORG
19,731,إسهامات,O,O,O,O
19,732,متميزة,O,O,O,O
19,733,في,O,O,O,O
19,734,بنائها,O,O,O,O
19,735,.,O,O,O,O
20,736,وأعلنت,O,O,O,O
20,737,الوزارة,O,O,O,O
20,738,أمس,O,O,O,O
20,739,جاهزيتها,O,O,O,O
20,740,لإصدار,O,O,O,O
20,741,الوكالات,O,O,O,O
20,742,بجميع,O,O,O,O
20,743,أنواعها,O,O,O,O
20,744,عن,O,O,O,O
20,745,بعد,O,O,O,O
20,746,،,O,O,O,O
20,747,من,O,O,O,O
20,748,خلال,O,O,O,O
20,749,بوابة,B_MIS,O,B_MIS,B_MIS
20,750,ناجز,I_MIS,B_MIS,I_MIS,I_MIS
20,751,najiz,N,O,O,O
20,752,.,O,O,O,O
21,753,في,O,O,O,O
21,754,المقابل,O,O,O,O
21,755,يدعم,O,O,O,O
21,756,الديمقراطيون,B_ORG,O,B_MIS,B_MIS
21,757,الرعاية,B_MIS,O,O,O
21,758,الصحية,I_MIS,O,O,O
21,759,العامة,I_MIS,O,O,O
21,760,الشاملة,I_MIS,O,O,O
21,761,،,O,O,O,O
21,762,ويعتقدون,O,O,O,O
21,763,بضرورة,O,O,O,O
21,764,تدخل,O,O,O,O
21,765,الحكومة,N,O,O,O
21,766,لمساعدة,O,O,O,O
21,767,الأميركيين,N,O,O,O
21,768,الذين,O,O,O,O
21,769,يكافحون,O,O,O,O
21,770,لتغطية,O,O,O,O
